,Activity-levels,Local_p,Surprise
0.5173000000002501,7.0,0.9856666666666667,-1.837382868946532
0.6173000000002501,7.0,0.9663333333333334,-1.4579268415723554
2.5173000000002497,7.0,0.955,-1.3267908578084022
3.7173000000002494,8.0,0.9823333333333333,-1.7451042662491347
3.8173000000002495,8.0,0.98,-1.6901960800285132
3.9173000000002496,8.0,0.9793333333333333,-1.6756601019559827
4.017300000000249,8.0,0.982,-1.7368389826836432
5.517300000000249,2.0,0.04666666666666667,1.310237997450805
7.517300000000248,2.0,0.04633333333333333,1.3135030575511675
12.217300000000247,7.0,0.9623333333333334,-1.4073683403973012
15.917300000000246,7.0,0.9703333333333334,-1.5146521987938988
16.61730000000025,8.0,0.9946666666666667,-2.2706788361447092
22.217300000000247,1.0,0.034,1.4534982093732383
22.317300000000245,1.0,0.036333333333333336,1.4236215937300343
25.817300000000245,7.0,0.9876666666666667,-1.903529927413057
26.317300000000245,6.0,0.9563333333333334,-1.3404592525902346
26.417300000000246,6.0,0.9526666666666667,-1.303773880071895
26.517300000000244,7.0,0.992,-2.0934216851622347
26.617300000000245,6.0,0.9556666666666667,-1.3335760519793987
27.417300000000246,6.0,0.9536666666666667,-1.3135030575511675
30.917300000000242,1.0,0.006,2.21923513401367
32.01730000000024,1.0,0.012,1.9155756985400032
34.21730000000024,7.0,0.9876666666666667,-1.903529927413057
34.31730000000024,8.0,0.998,-2.6981005456233897
34.41730000000024,7.0,0.987,-1.8803738003627997
40.11730000000024,8.0,0.9926666666666667,-2.1315020125939528
40.217300000000236,9.0,0.9993333333333333,-3.175801632848255
40.31730000000024,8.0,0.9923333333333333,-2.1120509986291296
40.41730000000024,8.0,0.9926666666666667,-2.1315020125939528
40.51730000000024,8.0,0.99,-1.9956351945975495
40.61730000000024,8.0,0.991,-2.04183114504595
40.717300000000236,8.0,0.9923333333333333,-2.1120509986291296
42.01730000000024,7.0,0.9683333333333334,-1.4854225314375025
42.11730000000024,8.0,0.991,-2.04183114504595
42.217300000000236,8.0,0.9896666666666667,-1.981248503761773
42.31730000000024,8.0,0.9883333333333333,-1.927956653350004
42.41730000000024,8.0,0.9883333333333333,-1.927956653350004
42.51730000000024,7.0,0.9546666666666667,-1.3234341052656005
44.51730000000024,1.0,0.010666666666666666,1.9673139182870836
47.217300000000236,8.0,0.9963333333333333,-2.4341332298810507
47.31730000000024,8.0,0.9986666666666667,-2.874481817699478
47.41730000000024,8.0,0.9983333333333333,-2.7774268223893013
47.51730000000024,7.0,0.986,-1.8477488792629728
47.717300000000236,7.0,0.9836666666666667,-1.7797731294714465
49.51730000000023,8.0,0.9966666666666667,-2.475671188324434
49.617300000000235,8.0,0.9963333333333333,-2.4341332298810507
54.01730000000023,1.0,0.025,1.591064607026499
54.117300000000235,1.0,0.024333333333333332,1.6030998623133361
54.217300000000236,1.0,0.021333333333333333,1.6615760772601458
57.617300000000235,8.0,0.9856666666666667,-1.837382868946532
59.81730000000024,1.0,0.011333333333333334,1.9406922296501081
62.01730000000023,8.0,0.9813333333333333,-1.7207497786592596
62.117300000000235,8.0,0.9833333333333333,-1.770852011642143
64.21730000000024,8.0,0.9853333333333333,-1.8272517532365993
64.31730000000023,8.0,0.988,-1.915575698540003
64.41730000000024,8.0,0.9833333333333333,-1.770852011642143
64.51730000000023,8.0,0.9826666666666667,-1.7535241355522153
66.01730000000023,2.0,0.043666666666666666,1.3404592525902341
72.21730000000024,7.0,0.9553333333333334,-1.3301713876965184
72.61730000000023,7.0,0.9623333333333334,-1.4073683403973012
72.71730000000024,7.0,0.963,-1.415424563057539
74.11730000000023,7.0,0.962,-1.4033914754210024
74.21730000000024,8.0,0.994,-2.2192351340136693
74.31730000000023,9.0,0.9996666666666667,-3.476976465759575
74.41730000000022,10.0,0.9996666666666667,-3.476976465759575
74.51730000000023,9.0,0.9996666666666667,-3.476976465759575
74.61730000000023,8.0,0.993,-2.151851208481124
74.71730000000024,7.0,0.9676666666666667,-1.476075301565429
78.11730000000023,6.0,0.9526666666666667,-1.303773880071895
83.21730000000024,7.0,0.9863333333333333,-1.858361108440896
83.31730000000023,7.0,0.986,-1.8477488792629728
84.01730000000023,1.0,0.04566666666666667,1.320100780865192
87.21730000000022,1.0,0.035666666666666666,1.4319646559627732
88.61730000000023,7.0,0.977,-1.6281667277011798
92.11730000000023,7.0,0.973,-1.5567490761093643
92.31730000000023,7.0,0.9633333333333334,-1.4195051575983233
94.81730000000023,1.0,0.01633333333333333,1.7797731294714458
97.91730000000022,8.0,0.987,-1.8803738003627997
98.41730000000022,9.0,0.9976666666666667,-2.631008676825941
98.51730000000022,9.0,0.997,-2.521573903591993
98.61730000000023,8.0,0.984,-1.7888751157754164
99.01730000000022,7.0,0.9536666666666667,-1.3135030575511675
99.11730000000023,7.0,0.9563333333333334,-1.3404592525902346
105.91730000000022,8.0,0.9923333333333333,-2.1120509986291296
106.01730000000022,7.0,0.9696666666666667,-1.5047023289259658
106.11730000000023,7.0,0.9676666666666667,-1.476075301565429
106.21730000000022,7.0,0.9653333333333334,-1.4447652182263295
106.31730000000023,7.0,0.9666666666666667,-1.462397997898956
106.41730000000022,7.0,0.9726666666666667,-1.5512714351737162
109.51730000000022,9.0,0.9983333333333333,-2.7774268223893013
109.61730000000023,9.0,0.9963333333333333,-2.4341332298810507
109.71730000000022,10.0,0.9993333333333333,-3.175801632848255
109.81730000000022,9.0,0.9976666666666667,-2.631008676825941
109.91730000000022,9.0,0.997,-2.521573903591993
110.01730000000022,10.0,0.9986666666666667,-2.874481817699478
110.11730000000023,8.0,0.985,-1.81734497144193
112.21730000000022,7.0,0.9653333333333334,-1.4447652182263295
112.31730000000022,8.0,0.9873333333333333,-1.891801457568378
112.41730000000022,9.0,0.9976666666666667,-2.631008676825941
112.51730000000022,7.0,0.964,-1.4277745331355431
112.61730000000023,7.0,0.962,-1.4033914754210024
124.41730000000022,8.0,0.984,-1.7888751157754164
124.51730000000022,8.0,0.984,-1.7888751157754164
124.61730000000021,8.0,0.9856666666666667,-1.837382868946532
126.11730000000021,7.0,0.9693333333333334,-1.4998065748414457
126.21730000000022,7.0,0.9643333333333334,-1.431964655962774
126.31730000000022,7.0,0.9653333333333334,-1.4447652182263295
126.41730000000022,9.0,0.9983333333333333,-2.7774268223893013
126.51730000000022,8.0,0.9916666666666667,-2.0755469613925324
126.61730000000021,7.0,0.965,-1.4404592689935165
126.71730000000022,7.0,0.968,-1.4807253789884873
126.81730000000022,7.0,0.9726666666666667,-1.5512714351737162
128.21730000000022,7.0,0.9786666666666667,-1.6615760772601462
130.21730000000022,0.0,0.007,2.1518512084811245
130.31730000000024,0.0,0.007333333333333333,2.131502012593951
130.41730000000024,0.0,0.006,2.21923513401367
132.81730000000024,0.0,0.012,1.9155756985400032
132.91730000000024,0.0,0.012666666666666666,1.8918014575683795
133.01730000000023,0.0,0.010333333333333333,1.981248503761772
133.11730000000023,0.0,0.010333333333333333,1.981248503761772
133.21730000000022,0.0,0.010666666666666666,1.9673139182870836
133.81730000000024,8.0,0.997,-2.521573903591993
133.91730000000024,9.0,0.9996666666666667,-3.476976465759575
134.01730000000023,9.0,0.9996666666666667,-3.476976465759575
134.91730000000024,7.0,0.976,-1.6092385759550853
135.01730000000023,7.0,0.979,-1.6685633970692182
139.01730000000023,8.0,0.987,-1.8803738003627997
139.11730000000023,8.0,0.988,-1.915575698540003
139.21730000000022,7.0,0.9566666666666667,-1.3439385444271554
142.81730000000022,7.0,0.9716666666666667,-1.5352196333807404
146.31730000000022,7.0,0.9536666666666667,-1.3135030575511675
150.21730000000022,8.0,0.9786666666666667,-1.6615760772601462
152.91730000000024,8.0,0.982,-1.7368389826836432
153.01730000000023,8.0,0.9736666666666667,-1.5679044656831085
153.11730000000023,8.0,0.9726666666666667,-1.5512714351737162
153.21730000000022,8.0,0.97,-1.509650479546582
157.81730000000022,7.0,0.98,-1.6901960800285132
158.01730000000023,7.0,0.9763333333333334,-1.6154610229625244
158.11730000000023,7.0,0.9806666666666667,-1.7052146748285744
158.81730000000022,1.0,0.03666666666666667,1.4195051575983229
158.91730000000024,1.0,0.041666666666666664,1.3617278360175928
159.01730000000023,1.0,0.034,1.4534982093732383
159.11730000000023,1.0,0.041666666666666664,1.3617278360175928
159.21730000000022,1.0,0.03666666666666667,1.4195051575983229
159.31730000000022,1.0,0.033666666666666664,1.457926841572355
161.91730000000024,0.0,0.005666666666666667,2.2442043319837888
162.01730000000023,0.0,0.004,2.3961993470957363
163.01730000000023,6.0,0.956,-1.3370052157899122
163.11730000000023,7.0,0.9906666666666667,-2.02589077374632
163.21730000000022,8.0,0.9976666666666667,-2.631008676825941
163.31730000000022,8.0,0.9973333333333333,-2.5728716022004736
163.41730000000024,7.0,0.9913333333333333,-2.058367616215115
163.51730000000023,7.0,0.9913333333333333,-2.058367616215115
163.71730000000022,6.0,0.9546666666666667,-1.3234341052656005
167.11730000000023,1.0,0.034333333333333334,1.4491112704985896
167.21730000000022,1.0,0.03766666666666667,1.4073683403973007
167.31730000000022,1.0,0.03766666666666667,1.4073683403973007
168.61730000000023,7.0,0.9703333333333334,-1.5146521987938988
168.71730000000022,8.0,0.9906666666666667,-2.02589077374632
168.81730000000022,10.0,0.9993333333333333,-3.175801632848255
168.9173000000002,9.0,0.998,-2.6981005456233897
169.01730000000023,10.0,0.9993333333333333,-3.175801632848255
169.11730000000023,8.0,0.991,-2.04183114504595
169.21730000000022,8.0,0.9906666666666667,-2.02589077374632
171.9173000000002,1.0,0.034333333333333334,1.4491112704985896
173.31730000000022,7.0,0.958,-1.3581162186806435
174.81730000000022,1.0,0.04033333333333333,1.3764562945616319
175.31730000000022,7.0,0.9693333333333334,-1.4998065748414457
175.4173000000002,7.0,0.9746666666666667,-1.5851637760050317
175.51730000000023,7.0,0.9736666666666667,-1.5679044656831085
175.61730000000023,7.0,0.973,-1.5567490761093643
184.01730000000023,7.0,0.975,-1.5910646070264989
184.11730000000023,7.0,0.971,-1.5248212320090484
184.21730000000022,8.0,0.994,-2.2192351340136693
184.31730000000022,7.0,0.9743333333333334,-1.5793380901849554
184.4173000000002,7.0,0.9723333333333334,-1.5458583367456595
184.51730000000023,7.0,0.9736666666666667,-1.5679044656831085
184.61730000000023,8.0,0.9953333333333333,-2.328961767710765
184.71730000000022,7.0,0.97,-1.509650479546582
189.21730000000022,1.0,0.021666666666666667,1.6546947489407777
190.31730000000022,7.0,0.977,-1.6281667277011798
190.4173000000002,7.0,0.9783333333333334,-1.6546947489407788
190.51730000000023,7.0,0.9766666666666667,-1.6217695803398529
190.61730000000023,7.0,0.9746666666666667,-1.5851637760050317
190.71730000000022,7.0,0.972,-1.540508233584055
190.81730000000022,7.0,0.9776666666666667,-1.641237260279726
192.31730000000022,1.0,0.021666666666666667,1.6546947489407777
192.4173000000002,1.0,0.024666666666666667,1.597042602058316
192.5173000000002,0.0,0.0023333333333333335,2.6310086768259344
192.61730000000023,1.0,0.026333333333333334,1.5679044656831083
194.71730000000022,7.0,0.977,-1.6281667277011798
194.81730000000022,7.0,0.9723333333333334,-1.5458583367456595
194.9173000000002,8.0,0.9943333333333333,-2.2442043319837857
197.81730000000022,1.0,0.018666666666666668,1.7207497786592607
200.31730000000022,8.0,0.9826666666666667,-1.7535241355522153
202.5173000000002,8.0,0.9856666666666667,-1.837382868946532
202.61730000000023,8.0,0.9846666666666667,-1.8076526592943574
202.71730000000022,9.0,0.9966666666666667,-2.475671188324434
202.81730000000022,8.0,0.9813333333333333,-1.7207497786592596
202.9173000000002,8.0,0.9826666666666667,-1.7535241355522153
203.0173000000002,9.0,0.9946666666666667,-2.2706788361447092
203.11730000000023,9.0,0.9946666666666667,-2.2706788361447092
203.31730000000022,8.0,0.976,-1.6092385759550853
203.4173000000002,8.0,0.9763333333333334,-1.6154610229625244
212.11730000000023,8.0,0.9646666666666667,-1.4361926615182485
212.21730000000022,8.0,0.9683333333333334,-1.4854225314375025
212.31730000000022,8.0,0.9716666666666667,-1.5352196333807404
212.4173000000002,8.0,0.9773333333333334,-1.634655053262855
212.5173000000002,8.0,0.976,-1.6092385759550853
214.21730000000022,8.0,0.9853333333333333,-1.8272517532365993
214.5173000000002,7.0,0.956,-1.3370052157899122
214.61730000000023,7.0,0.957,-1.3474434821972565
214.71730000000022,8.0,0.9916666666666667,-2.0755469613925324
214.81730000000022,7.0,0.9533333333333334,-1.3102379974508054
218.5173000000002,1.0,0.03166666666666667,1.4854225314375018
218.6173000000002,0.0,0.004,2.3961993470957363
218.71730000000022,0.0,0.0026666666666666666,2.5728716022004803
218.81730000000022,0.0,0.005,2.298853076409707
218.9173000000002,0.0,0.004,2.3961993470957363
219.0173000000002,0.0,0.0033333333333333335,2.4756711883244296
219.1173000000002,0.0,0.004666666666666667,2.3289617677107683
219.21730000000022,0.0,0.004,2.3961993470957363
219.81730000000022,7.0,0.982,-1.7368389826836432
219.9173000000002,9.0,0.999,-2.999565488225982
220.0173000000002,10.0,0.9996666666666667,-3.476976465759575
220.1173000000002,8.0,0.9933333333333333,-2.1731862684122714
220.21730000000022,8.0,0.9946666666666667,-2.2706788361447092
220.31730000000022,8.0,0.9966666666666667,-2.475671188324434
221.0173000000002,7.0,0.9896666666666667,-1.981248503761773
221.1173000000002,6.0,0.9616666666666667,-1.3994479771381385
221.21730000000022,6.0,0.96,-1.3802112417116057
221.81730000000022,0.0,0.012666666666666666,1.8918014575683795
221.9173000000002,0.0,0.010333333333333333,1.981248503761772
222.0173000000002,0.0,0.014,1.8477488792629733
223.21730000000022,6.0,0.968,-1.4807253789884873
223.31730000000022,6.0,0.9713333333333334,-1.5299910961904044
223.4173000000002,7.0,0.994,-2.2192351340136693
223.5173000000002,6.0,0.9693333333333334,-1.4998065748414457
223.6173000000002,6.0,0.9683333333333334,-1.4854225314375025
229.5173000000002,6.0,0.959,-1.3690347504509277
229.6173000000002,7.0,0.987,-1.8803738003627997
229.71730000000022,7.0,0.9836666666666667,-1.7797731294714465
229.81730000000022,7.0,0.9843333333333333,-1.7981655890293595
229.9173000000002,8.0,0.9983333333333333,-2.7774268223893013
230.0173000000002,8.0,0.9953333333333333,-2.328961767710765
230.1173000000002,9.0,0.999,-2.999565488225982
230.21730000000022,8.0,0.996,-2.396199347095736
232.81730000000022,1.0,0.022,1.6479161739653951
232.9173000000002,0.0,0.005,2.298853076409707
233.0173000000002,0.0,0.005,2.298853076409707
233.1173000000002,0.0,0.0033333333333333335,2.4756711883244296
