,Activity-levels,Local_p,Surprise
0.6550000000000001,8.0,0.994,-2.2192351340136693
0.7550000000000001,9.0,0.9995,-3.3008127941181646
0.8550000000000001,10.0,0.9995,-3.3008127941181646
0.9550000000000001,10.0,0.9995,-3.3008127941181646
1.055,10.0,0.9995,-3.3008127941181646
1.155,9.0,0.999,-2.999565488225982
1.2550000000000001,8.0,0.992,-2.0934216851622347
1.355,8.0,0.9945,-2.2572420979662144
1.455,9.0,0.998,-2.6981005456233897
1.555,8.0,0.996,-2.396199347095736
15.055,7.0,0.9905,-2.0181308745857205
15.455,9.0,0.9995,-3.3008127941181646
15.555,8.0,0.998,-2.6981005456233897
15.755,7.0,0.996,-2.396199347095736
17.855,7.0,0.9925,-2.1216692520434557
17.955000000000002,7.0,0.9915,-2.0668737928270313
21.455000000000002,0.0,0.009,2.0418311450459505
22.055,7.0,0.996,-2.396199347095736
22.355,7.0,0.996,-2.396199347095736
22.455000000000002,7.0,0.9945,-2.2572420979662144
37.455,9.0,0.9995,-3.3008127941181646
37.555,9.0,0.999,-2.999565488225982
37.655,8.0,0.998,-2.6981005456233897
37.755,8.0,0.996,-2.396199347095736
40.455000000000005,0.0,0.009,2.0418311450459505
40.555,0.0,0.008,2.093421685162235
44.755,8.0,0.9985,-2.823256810151056
50.255,6.0,0.9915,-2.0668737928270313
60.755,6.0,0.9945,-2.2572420979662144
60.855000000000004,7.0,0.999,-2.999565488225982
60.955000000000005,6.0,0.9945,-2.2572420979662144
67.95500000000001,6.0,0.9975,-2.6009728956867577
79.555,7.0,0.994,-2.2192351340136693
89.555,7.0,0.9985,-2.823256810151056
89.65500000000002,6.0,0.993,-2.151851208481124
89.85500000000002,6.0,0.991,-2.04183114504595
94.65500000000002,8.0,0.9995,-3.3008127941181646
94.75500000000001,10.0,0.9995,-3.3008127941181646
94.85500000000002,10.0,0.9995,-3.3008127941181646
94.95500000000001,9.0,0.9995,-3.3008127941181646
95.055,8.0,0.9995,-3.3008127941181646
95.15500000000002,6.0,0.992,-2.0934216851622347
98.055,0.0,0.0085,2.0668737928270287
