,Activity-levels,Local_p,Surprise
1.0510000000000002,3.0,0.993,-2.151851208481124
1.5510000000000002,3.0,0.995,-2.2988530764097064
9.651000000000002,3.0,0.997,-2.521573903591993
9.951000000000002,2.0,0.991,-2.04183114504595
14.351000000000003,2.0,0.991,-2.04183114504595
15.651000000000003,2.0,0.993,-2.151851208481124
15.751000000000003,2.0,0.994,-2.2192351340136693
17.551000000000002,2.0,0.992,-2.0934216851622347
19.051000000000002,2.0,0.993,-2.151851208481124
27.751000000000005,2.0,0.997,-2.521573903591993
28.351000000000003,2.0,0.995,-2.2988530764097064
29.651000000000003,2.0,0.996,-2.396199347095736
30.351000000000003,2.0,0.996,-2.396199347095736
32.55100000000001,2.0,0.996,-2.396199347095736
33.95100000000001,2.0,0.991,-2.04183114504595
34.351000000000006,2.0,0.991,-2.04183114504595
36.05100000000001,4.0,0.999,-2.999565488225982
38.55100000000001,2.0,0.999,-2.999565488225982
41.15100000000001,2.0,0.996,-2.396199347095736
41.25100000000001,2.0,0.998,-2.6981005456233897
44.35100000000001,2.0,0.998,-2.6981005456233897
44.95100000000001,2.0,0.997,-2.521573903591993
47.25100000000001,2.0,0.997,-2.521573903591993
49.451000000000015,2.0,0.994,-2.2192351340136693
50.05100000000001,2.0,0.998,-2.6981005456233897
50.35100000000001,2.0,0.997,-2.521573903591993
52.65100000000001,2.0,0.998,-2.6981005456233897
53.15100000000001,2.0,0.997,-2.521573903591993
60.75100000000001,2.0,0.996,-2.396199347095736
63.35100000000001,3.0,0.999,-2.999565488225982
65.95100000000002,2.0,0.998,-2.6981005456233897
66.95100000000002,2.0,0.997,-2.521573903591993
68.25100000000002,2.0,0.997,-2.521573903591993
72.25100000000002,2.0,0.997,-2.521573903591993
73.75100000000002,2.0,0.996,-2.396199347095736
79.85100000000001,2.0,0.998,-2.6981005456233897
80.95100000000002,2.0,0.993,-2.151851208481124
82.25100000000002,2.0,0.992,-2.0934216851622347
83.95100000000002,2.0,0.996,-2.396199347095736
85.55100000000002,2.0,0.995,-2.2988530764097064
86.25100000000002,2.0,0.992,-2.0934216851622347
86.85100000000001,2.0,0.997,-2.521573903591993
89.95100000000002,2.0,0.996,-2.396199347095736
91.95100000000002,3.0,0.999,-2.999565488225982
93.95100000000002,2.0,0.991,-2.04183114504595
96.45100000000002,3.0,0.999,-2.999565488225982
96.95100000000002,2.0,0.994,-2.2192351340136693
97.05100000000002,2.0,0.992,-2.0934216851622347
97.55100000000002,2.0,0.994,-2.2192351340136693
100.15100000000002,2.0,0.994,-2.2192351340136693
102.55100000000002,2.0,0.996,-2.396199347095736
104.05100000000002,3.0,0.999,-2.999565488225982
105.65100000000002,2.0,0.997,-2.521573903591993
105.85100000000003,2.0,0.999,-2.999565488225982
111.65100000000002,3.0,0.999,-2.999565488225982
113.65100000000002,2.0,0.995,-2.2988530764097064
114.35100000000003,2.0,0.994,-2.2192351340136693
115.25100000000002,2.0,0.996,-2.396199347095736
117.55100000000003,2.0,0.992,-2.0934216851622347
118.75100000000002,2.0,0.997,-2.521573903591993
120.95100000000002,2.0,0.993,-2.151851208481124
122.45100000000002,2.0,0.998,-2.6981005456233897
122.75100000000002,2.0,0.991,-2.04183114504595
125.35100000000003,2.0,0.996,-2.396199347095736
126.15100000000002,2.0,0.997,-2.521573903591993
127.95100000000002,2.0,0.994,-2.2192351340136693
130.55100000000002,2.0,0.999,-2.999565488225982
134.45100000000002,2.0,0.994,-2.2192351340136693
137.251,2.0,0.996,-2.396199347095736
137.85100000000003,2.0,0.995,-2.2988530764097064
142.45100000000002,2.0,0.993,-2.151851208481124
143.45100000000002,2.0,0.994,-2.2192351340136693
143.55100000000002,2.0,0.992,-2.0934216851622347
150.651,2.0,0.993,-2.151851208481124
150.751,2.0,0.992,-2.0934216851622347
156.05100000000002,2.0,0.994,-2.2192351340136693
156.45100000000002,2.0,0.995,-2.2988530764097064
158.05100000000002,2.0,0.995,-2.2988530764097064
160.05100000000002,2.0,0.993,-2.151851208481124
160.85100000000003,2.0,0.993,-2.151851208481124
163.05100000000002,2.0,0.992,-2.0934216851622347
163.151,3.0,0.999,-2.999565488225982
164.651,2.0,0.993,-2.151851208481124
164.75100000000003,2.0,0.994,-2.2192351340136693
166.05100000000002,2.0,0.997,-2.521573903591993
166.25100000000003,3.0,0.999,-2.999565488225982
167.05100000000002,2.0,0.992,-2.0934216851622347
171.35100000000003,2.0,0.992,-2.0934216851622347
172.45100000000002,2.0,0.991,-2.04183114504595
174.55100000000002,3.0,0.998,-2.6981005456233897
181.05100000000002,3.0,0.999,-2.999565488225982
181.651,3.0,0.998,-2.6981005456233897
182.75100000000003,3.0,0.997,-2.521573903591993
183.75100000000003,2.0,0.993,-2.151851208481124
187.05100000000002,3.0,0.998,-2.6981005456233897
189.95100000000002,2.0,0.996,-2.396199347095736
192.35100000000003,2.0,0.994,-2.2192351340136693
195.85100000000003,2.0,0.992,-2.0934216851622347
196.05100000000002,2.0,0.991,-2.04183114504595
196.45100000000002,2.0,0.993,-2.151851208481124
196.75100000000003,2.0,0.997,-2.521573903591993
201.35100000000003,2.0,0.992,-2.0934216851622347
202.95100000000002,2.0,0.991,-2.04183114504595
203.15100000000004,2.0,0.994,-2.2192351340136693
204.75100000000003,2.0,0.991,-2.04183114504595
206.25100000000003,2.0,0.995,-2.2988530764097064
213.95100000000002,2.0,0.995,-2.2988530764097064
214.45100000000002,2.0,0.994,-2.2192351340136693
217.25100000000003,2.0,0.994,-2.2192351340136693
217.75100000000003,2.0,0.996,-2.396199347095736
217.95100000000002,2.0,0.999,-2.999565488225982
220.25100000000003,2.0,0.995,-2.2988530764097064
221.65100000000004,2.0,0.993,-2.151851208481124
224.55100000000004,3.0,0.999,-2.999565488225982
226.95100000000002,3.0,0.999,-2.999565488225982
230.75100000000003,2.0,0.995,-2.2988530764097064
232.05100000000004,2.0,0.991,-2.04183114504595
232.35100000000003,2.0,0.996,-2.396199347095736
232.65100000000004,2.0,0.991,-2.04183114504595
234.35100000000003,2.0,0.994,-2.2192351340136693
236.45100000000002,2.0,0.993,-2.151851208481124
237.35100000000003,3.0,0.999,-2.999565488225982
237.95100000000002,2.0,0.993,-2.151851208481124
239.55100000000004,2.0,0.991,-2.04183114504595
243.65100000000004,2.0,0.992,-2.0934216851622347
244.55100000000004,2.0,0.994,-2.2192351340136693
247.95100000000002,3.0,0.999,-2.999565488225982
248.05100000000004,2.0,0.991,-2.04183114504595
249.65100000000004,2.0,0.995,-2.2988530764097064
250.15100000000004,2.0,0.991,-2.04183114504595
250.35100000000003,2.0,0.998,-2.6981005456233897
