,Activity-levels,Local_p,Surprise
10.2918,5.0,0.998,-2.6981005456233897
10.3918,5.0,0.991,-2.04183114504595
10.4918,5.0,0.993,-2.151851208481124
23.0918,6.0,0.998,-2.6981005456233897
23.1918,5.0,0.994,-2.2192351340136693
23.291800000000002,5.0,0.992,-2.0934216851622347
49.491800000000005,6.0,0.999,-2.999565488225982
49.5918,6.0,0.999,-2.999565488225982
49.6918,7.0,0.999,-2.999565488225982
49.7918,6.0,0.999,-2.999565488225982
49.8918,6.0,0.997,-2.521573903591993
49.991800000000005,5.0,0.992,-2.0934216851622347
57.1918,5.0,0.993,-2.151851208481124
57.2918,5.0,0.996,-2.396199347095736
57.5918,5.0,0.999,-2.999565488225982
57.6918,5.0,0.998,-2.6981005456233897
77.39180000000002,5.0,0.991,-2.04183114504595
83.5918,5.0,0.995,-2.2988530764097064
113.29180000000001,5.0,0.997,-2.521573903591993
113.39180000000002,5.0,0.998,-2.6981005456233897
120.29180000000001,5.0,0.992,-2.0934216851622347
128.89180000000002,6.0,0.991,-2.04183114504595
131.4918,6.0,0.993,-2.151851208481124
131.5918,6.0,0.991,-2.04183114504595
141.6918,6.0,0.999,-2.999565488225982
157.69180000000003,6.0,0.998,-2.6981005456233897
161.39180000000002,6.0,0.997,-2.521573903591993
161.4918,6.0,0.998,-2.6981005456233897
173.89180000000002,5.0,0.992,-2.0934216851622347
173.9918,6.0,0.999,-2.999565488225982
174.0918,5.0,0.992,-2.0934216851622347
181.4918,6.0,0.997,-2.521573903591993
181.5918,6.0,0.995,-2.2988530764097064
181.69180000000003,7.0,0.998,-2.6981005456233897
182.0918,6.0,0.993,-2.151851208481124
186.79180000000002,5.0,0.993,-2.151851208481124
227.29180000000002,6.0,0.995,-2.2988530764097064
227.39180000000002,6.0,0.994,-2.2192351340136693
239.69180000000003,6.0,0.993,-2.151851208481124
239.79180000000002,6.0,0.995,-2.2988530764097064
263.4918,6.0,0.991,-2.04183114504595
264.3918,6.0,0.994,-2.2192351340136693
264.4918,6.0,0.992,-2.0934216851622347
280.3918,5.0,0.991,-2.04183114504595
280.4918,6.0,0.997,-2.521573903591993
280.5918,6.0,0.998,-2.6981005456233897
280.6918,6.0,0.998,-2.6981005456233897
280.79179999999997,6.0,0.997,-2.521573903591993
284.79179999999997,5.0,0.993,-2.151851208481124
297.79179999999997,5.0,0.991,-2.04183114504595
297.8918,5.0,0.993,-2.151851208481124
323.2918,5.0,0.991,-2.04183114504595
328.4918,5.0,0.992,-2.0934216851622347
328.5918,5.0,0.992,-2.0934216851622347
329.2918,5.0,0.992,-2.0934216851622347
329.3918,6.0,0.999,-2.999565488225982
329.4918,7.0,0.999,-2.999565488225982
335.0918,5.0,0.992,-2.0934216851622347
347.9918,8.0,0.999,-2.999565488225982
348.0918,8.0,0.999,-2.999565488225982
348.1918,7.0,0.997,-2.521573903591993
355.5918,6.0,0.998,-2.6981005456233897
355.6918,6.0,0.998,-2.6981005456233897
355.8918,6.0,0.997,-2.521573903591993
356.0918,6.0,0.998,-2.6981005456233897
356.1918,6.0,0.998,-2.6981005456233897
