"participant" "timestamp" "task"
2 10.8926 "listening"
2 17.0588 "listening"
2 49.2898 "listening"
2 62.5054 "listening"
2 62.7554 "listening"
2 63.672 "listening"
2 70.9548 "listening"
2 74.1046 "listening"
2 75.1711 "listening"
2 80.6374 "listening"
2 95.4362 "listening"
2 106.2021 "listening"
2 113.0683 "listening"
2 116.7013 "listening"
2 130.6169 "listening"
2 141.7067 "listening"
2 143.0566 "listening"
2 150.306 "listening"
2 152.0058 "listening"
2 175.5874 "listening"
2 180.3537 "listening"
2 193.8193 "listening"
2 201.8594 "listening"
2 207.059 "listening"
2 209.6494 "listening"
2 210.7492 "listening"
2 211.8158 "listening"
2 220.5485 "listening"
2 223.7149 "listening"
2 226.248 "listening"
2 231.431 "listening"
2 234.0976 "listening"
2 239.2971 "listening"
2 241.047 "listening"
2 243.0468 "listening"
2 250.213 "listening"
2 257.103 "listening"
2 263.9191 "listening"
2 273.4518 "listening"
2 283.0416 "listening"
2 285.6581 "listening"
2 294.7573 "listening"
2 306.1232 "listening"
2 310.1395 "listening"
2 317.3723 "listening"
2 326.2717 "listening"
2 329.3381 "listening"
2 337.6042 "listening"
2 341.2705 "listening"
2 343.7704 "listening"
2 347.7867 "listening"
2 351.3864 "listening"
2 355.5695 "listening"
3 0.6485 "listening"
3 3.2317 "listening"
3 6.4814 "listening"
3 17.2805 "listening"
3 23.1135 "listening"
3 26.1966 "listening"
3 27.2465 "listening"
3 29.8464 "listening"
3 33.6627 "listening"
3 40.7622 "listening"
3 42.5454 "listening"
3 45.4785 "listening"
3 49.4949 "listening"
3 53.0446 "listening"
3 56.6609 "listening"
3 58.1109 "listening"
3 60.8606 "listening"
3 62.4605 "listening"
3 63.8771 "listening"
3 65.227 "listening"
3 66.6268 "listening"
3 67.3102 "listening"
3 67.8434 "listening"
3 68.7101 "listening"
3 69.56 "listening"
3 70.5766 "listening"
3 71.4099 "listening"
3 73.593 "listening"
3 75.493 "listening"
3 77.3095 "listening"
