"participant" "timestamp" "task"
15 56.4969 "listening"
15 58.5635 "listening"
15 63.3632 "listening"
15 69.7627 "listening"
15 72.2792 "listening"
15 73.329 "listening"
15 74.4956 "listening"
15 77.3455 "listening"
15 79.8787 "listening"
15 81.4452 "listening"
15 83.8116 "listening"
15 89.9279 "listening"
15 90.8779 "listening"
15 97.5107 "listening"
15 100.9772 "listening"
15 105.6602 "listening"
15 108.0933 "listening"
15 111.2598 "listening"
15 112.743 "listening"
15 114.3762 "listening"
15 119.7759 "listening"
15 124.8922 "listening"
15 128.7419 "listening"
15 131.0585 "listening"
15 133.025 "listening"
15 134.5082 "listening"
15 139.0245 "listening"
15 142.9077 "listening"
15 145.5742 "listening"
15 149.1405 "listening"
15 150.7737 "listening"
15 156.04 "listening"
15 158.0899 "listening"
15 164.6394 "listening"
15 169.2059 "listening"
15 171.0391 "listening"
15 174.1554 "listening"
15 178.5552 "listening"
15 183.7215 "listening"
15 189.9211 "listening"
15 191.6877 "listening"
15 196.7206 "listening"
15 202.9535 "listening"
15 208.6698 "listening"
15 212.5862 "listening"
15 217.2692 "listening"
15 220.219 "listening"
15 227.0852 "listening"
15 232.0683 "listening"
15 238.1844 "listening"
15 245.134 "listening"
15 246.4339 "listening"
15 247.9338 "listening"
15 249.6837 "listening"
15 253.4335 "listening"
16 0.214 "listening"
16 0.6972 "listening"
16 1.0638 "listening"
16 2.1472 "listening"
16 5.1636 "listening"
16 7.2968 "listening"
16 9.9134 "listening"
16 13.0465 "listening"
16 16.3963 "listening"
16 19.0461 "listening"
16 21.2627 "listening"
16 25.0292 "listening"
16 26.9624 "listening"
16 30.1789 "listening"
16 32.8288 "listening"
16 37.0286 "listening"
16 38.8284 "listening"
16 41.245 "listening"
16 44.9281 "listening"
16 48.4779 "listening"
16 51.2277 "listening"
16 55.9775 "listening"
16 57.8107 "listening"
16 63.3437 "listening"
16 65.5603 "listening"
16 68.8435 "listening"
16 73.7098 "listening"
16 76.2096 "listening"
16 77.9096 "listening"
16 80.976 "listening"
16 84.276 "listening"
16 85.5425 "listening"
16 87.0258 "listening"
16 90.0589 "listening"
16 91.8421 "listening"
16 93.9253 "listening"
16 97.0585 "listening"
16 100.2917 "listening"
16 104.1749 "listening"
16 106.9747 "listening"
16 109.1412 "listening"
16 113.4743 "listening"
16 116.3908 "listening"
16 119.0572 "listening"
16 122.707 "listening"
16 125.307 "listening"
16 127.5402 "listening"
16 131.5899 "listening"
16 134.8064 "listening"
16 138.4895 "listening"
16 141.5561 "listening"
16 142.5072 "listening"
16 143.4632 "listening"
16 146.0297 "listening"
16 148.0463 "listening"
16 149.0129 "listening"
16 151.3295 "listening"
16 153.0293 "listening"
16 155.7959 "listening"
16 157.7457 "listening"
16 160.0456 "listening"
16 163.0788 "listening"
16 165.8786 "listening"
16 166.212 "listening"
16 170.245 "listening"
16 173.7616 "listening"
16 176.628 "listening"
16 179.5945 "listening"
16 185.5941 "listening"
16 188.6441 "listening"
16 192.3939 "listening"
16 195.5437 "listening"
16 198.9435 "listening"
16 201.3433 "listening"
16 204.4932 "listening"
16 207.1096 "listening"
16 210.4428 "listening"
16 213.076 "listening"
16 215.6592 "listening"
16 217.7258 "listening"
16 220.6423 "listening"
16 222.9421 "listening"
16 227.3585 "listening"
16 230.3083 "listening"
16 233.4083 "listening"
16 237.9913 "listening"
16 241.8744 "listening"
16 244.5576 "listening"
16 247.9908 "listening"
16 251.4739 "listening"
16 255.0237 "listening"
17 0.837800000000016 "performing"
17 1.58449999999993 "performing"
17 2.99490000000014 "performing"
17 5.06990000000008 "performing"
17 7.80780000000004 "performing"
17 12.5543 "performing"
17 15.6741000000001 "performing"
17 18.1636000000001 "performing"
17 20.4038 "performing"
17 20.9019000000001 "performing"
17 21.5657000000002 "performing"
17 21.8643000000001 "performing"
17 23.4573 "performing"
17 27.0254000000001 "performing"
17 29.2823000000001 "performing"
17 31.1244000000002 "performing"
17 32.4523 "performing"
17 33.9291000000001 "performing"
17 36.3517000000002 "performing"
17 36.9494000000001 "performing"
17 37.7792000000002 "performing"
17 38.2439000000002 "performing"
17 39.6711 "performing"
17 40.3847000000002 "performing"
17 44.3012000000002 "performing"
17 45.0146000000001 "performing"
17 46.0104000000001 "performing"
17 48.4501 "performing"
17 50.458 "performing"
17 52.234 "performing"
17 53.0967000000002 "performing"
17 57.5109000000001 "performing"
17 60.2494000000002 "performing"
17 62.9049000000001 "performing"
17 66.6552000000001 "performing"
17 67.0867000000002 "performing"
17 68.6134000000001 "performing"
17 70.0241000000001 "performing"
17 73.1106000000001 "performing"
17 74.9859000000001 "performing"
17 75.4343 "performing"
17 76.1144000000002 "performing"
17 83.0847000000002 "performing"
17 86.0388 "performing"
17 89.4408000000001 "performing"
17 93.4071000000001 "performing"
17 95.0832000000001 "performing"
17 96.4772000000002 "performing"
17 97.1577000000002 "performing"
17 99.8959000000001 "performing"
17 102.269 "performing"
17 108.9068 "performing"
17 110.2347 "performing"
17 112.2592 "performing"
17 115.1302 "performing"
17 116.1095 "performing"
17 118.2003 "performing"
17 121.2874 "performing"
17 122.3825 "performing"
17 123.3618 "performing"
17 125.8341 "performing"
17 128.2073 "performing"
17 129.7346 "performing"
17 132.4889 "performing"
17 135.1442 "performing"
17 136.3723 "performing"
17 137.2853 "performing"
17 137.9157 "performing"
17 139.6421 "performing"
17 140.1397 "performing"
17 142.8117 "performing"
17 143.4424 "performing"
17 144.0233 "performing"
