"participant" "timestamp" "task"
8 48.0147 "listening"
8 53.7475 "listening"
8 58.8805 "listening"
8 60.5303 "listening"
8 62.2634 "listening"
8 64.7799 "listening"
8 66.3465 "listening"
8 68.5796 "listening"
8 74.4291 "listening"
8 83.395 "listening"
8 93.3775 "listening"
8 96.3439 "listening"
8 98.8103 "listening"
8 106.093 "listening"
8 109.7261 "listening"
8 111.9426 "listening"
8 116.4088 "listening"
8 120.5585 "listening"
8 122.0418 "listening"
8 124.6584 "listening"
8 130.8743 "listening"
8 135.1405 "listening"
8 140.7401 "listening"
8 155.1056 "listening"
8 157.622 "listening"
8 161.3217 "listening"
8 164.4714 "listening"
8 166.238 "listening"
8 170.7708 "listening"
8 178.0703 "listening"
8 188.5527 "listening"
8 194.8021 "listening"
8 211.3341 "listening"
8 212.034 "listening"
8 217.9002 "listening"
8 220.1666 "listening"
8 220.35 "listening"
8 228.4659 "listening"
8 229.9158 "listening"
9 1.4679 "listening"
9 12.2672 "listening"
9 33.8989 "listening"
9 36.782 "listening"
9 46.4645 "listening"
9 74.3458 "listening"
9 78.2623 "listening"
9 86.3449 "listening"
9 92.5777 "listening"
9 95.2609 "listening"
9 98.1774 "listening"
9 118.3259 "listening"
9 120.1424 "listening"
9 123.0421 "listening"
9 126.3253 "listening"
9 128.4918 "listening"
9 129.4917 "listening"
9 132.2915 "listening"
9 134.108 "listening"
9 137.1316 "listening"
9 142.1481 "listening"
9 143.4978 "listening"
9 144.8644 "listening"
9 147.4048 "listening"
9 150.3713 "listening"
9 152.0045 "listening"
9 152.9449 "listening"
9 157.8018 "listening"
9 159.9184 "listening"
9 162.7349 "listening"
9 164.768 "listening"
9 168.951 "listening"
9 173.5007 "listening"
9 177.1837 "listening"
9 180.4668 "listening"
9 182.7166 "listening"
9 184.8331 "listening"
9 187.183 "listening"
9 189.8494 "listening"
9 193.3825 "listening"
9 195.9656 "listening"
9 197.5822 "listening"
9 200.5987 "listening"
9 203.5484 "listening"
9 207.3968 "listening"
9 210.7631 "listening"
9 213.0296 "listening"
9 214.9462 "listening"
9 215.7794 "listening"
9 217.8459 "listening"
9 219.5625 "listening"
9 221.2956 "listening"
9 222.4122 "listening"
9 225.3527 "listening"
9 226.8025 "listening"
9 230.1762 "listening"
10 1.1094 "listening"
10 4.2093 "listening"
10 6.9424 "listening"
10 20.0581 "listening"
10 20.8913 "listening"
10 40.3399 "listening"
10 76.9207 "listening"
10 93.7861 "listening"
10 98.6524 "listening"
10 105.052 "listening"
10 109.6517 "listening"
10 112.2349 "listening"
10 126.7505 "listening"
10 134.6166 "listening"
10 143.9492 "listening"
10 147.299 "listening"
10 150.0655 "listening"
10 156.1817 "listening"
10 173.3805 "listening"
10 176.6302 "listening"
10 202.195 "listening"
10 214.2442 "listening"
10 223.3935 "listening"
11 1.5897 "listening"
11 2.3396 "listening"
11 3.1562 "listening"
11 3.6562 "listening"
11 4.8227 "listening"
11 7.2891 "listening"
11 9.2724 "listening"
11 11.7388 "listening"
11 14.7553 "listening"
11 16.7218 "listening"
11 18.7716 "listening"
11 20.2381 "listening"
11 20.9547 "listening"
11 25.8211 "listening"
11 29.4874 "listening"
11 30.404 "listening"
11 31.454 "listening"
11 35.7275 "listening"
11 36.8275 "listening"
11 38.094 "listening"
11 38.3774 "listening"
11 38.594 "listening"
11 42.1937 "listening"
11 42.7103 "listening"
11 44.8936 "listening"
11 45.9768 "listening"
11 47.0933 "listening"
11 49.7765 "listening"
11 53.0262 "listening"
11 56.1427 "listening"
11 57.3758 "listening"
11 57.8758 "listening"
11 59.009 "listening"
11 61.3089 "listening"
11 61.7755 "listening"
11 62.3588 "listening"
11 64.2493 "listening"
11 65.6658 "listening"
11 66.1324 "listening"
11 67.3563 "listening"
11 69.456 "listening"
11 70.856 "listening"
11 71.4226 "listening"
11 71.8059 "listening"
11 72.8559 "listening"
11 73.4225 "listening"
11 74.613 "listening"
11 75.6796 "listening"
11 80.4365 "listening"
11 82.3863 "listening"
11 83.4195 "listening"
11 85.0433 "listening"
11 86.0338 "listening"
11 87.7243 "listening"
11 88.7482 "listening"
11 89.7148 "listening"
11 90.8314 "listening"
11 91.6813 "listening"
11 92.4458 "listening"
11 95.786 "listening"
11 96.6693 "listening"
11 97.5859 "listening"
11 98.6765 "listening"
11 99.2597 "listening"
11 102.8928 "listening"
11 107.1258 "listening"
11 110.9755 "listening"
11 112.5087 "listening"
11 114.0253 "listening"
11 119.5415 "listening"
11 121.8246 "listening"
11 123.3078 "listening"
11 124.615 "listening"
11 126.0816 "listening"
11 127.9313 "listening"
11 129.6479 "listening"
11 131.3384 "listening"
11 134.0288 "listening"
11 135.0454 "listening"
11 136.619 "listening"
11 137.519 "listening"
11 138.5262 "listening"
11 144.1166 "listening"
11 147.7496 "listening"
11 149.3162 "listening"
11 152.1993 "listening"
11 153.1232 "listening"
11 154.2231 "listening"
11 154.923 "listening"
11 156.4896 "listening"
11 158.0468 "listening"
11 160.0299 "listening"
11 160.5466 "listening"
11 161.0799 "listening"
11 163.0376 "listening"
11 165.4278 "listening"
11 166.4444 "listening"
11 167.6682 "listening"
11 169.2513 "listening"
11 170.7585 "listening"
11 171.3917 "listening"
